192,doi:10.1038/ng.685,  title: Meta-analysis identifies 13 new loci associated with waist-hip ratio and    reveals sexual dimorphism in the genetic basis of fat distribution,2010,NA,.
193,doi:10.1371/journal.pone.0012600,  title: Multiethnic Genetic Association Studies Improve Power for Locus Discovery,2010,NA,.
194,doi:10.1038/ng.520,  title: New genetic loci implicated in fasting glucose homeostasis and their impact    on type 2 diabetes risk,2010,NA,.
195,doi:10.1002/hep.23768,  title: <i>PNPLA3</i>variants specifically confer increased risk for histologic nonalcoholic    fatty liver disease but not metabolic disease,2010,NA,.
196,doi:10.1038/ng.609,  title: Twelve type 2 diabetes susceptibility loci identified through large-scale    association analysis,2010,NA,.
197,doi:10.1038/ng.467,  title: A genome-wide meta-analysis identifies 22 loci associated with eight hematological    parameters in the HaemGen consortium,2009,NA,.
198,doi:10.1093/hmg/ddp292,  title: Common body mass index-associated variants confer risk of extreme obesity,2009,NA,.
199,doi:10.1038/ng.291,  title: Common variants at 30 loci contribute to polygenic dyslipidemia,2008,NA,.
200,doi:10.1038/ng.327,  title: Genome-wide association of early-onset myocardial infarction with single    nucleotide polymorphisms and copy number variants,2009,NA,.
201,doi:10.1038/ng.361,  title: Genome-wide association study identifies eight loci associated with blood    pressure,2009,NA,.
202,doi:10.2337/db09-0081,  title: Linkage Disequilibrium Mapping of the Replicated Type 2 Diabetes Linkage    Signal on Chromosome 1q,2009,NA,.
203,doi:10.1038/ng.307,  title: New susceptibility locus for coronary artery disease on chromosome 3q22.3,2009,NA,.
204,doi:10.1093/hmg/ddp169,  title: 'The T-381C SNP in BNP gene may be modestly associated with type 2 diabetes:    an updated meta-analysis in 49 279 subjects',2009,NA,.
205,doi:10.1093/aje/kwp145,  title: Underlying Genetic Models of Inheritance in Established Type 2 Diabetes Associations,2009,NA,.
206,doi:10.1038/ng.290,  title: Variants in MTNR1B influence fasting glucose levels,2008,NA,.
207,doi:10.2337/db08-0516,  title: Common Missense Variant in the Glucokinase Regulatory Protein Gene Is Associated    With Increased Plasma Triglyceride and C-Reactive Protein but Lower Fasting Glucose    Concentrations,2008,NA,.
208,doi:10.1038/ng.140,  title: Common variants near MC4R are associated with fat mass, weight and risk of    obesity,2008,NA,.
209,doi:10.1038/ng.125,  title: Identification of ten loci associated with height highlights new biological    pathways in human growth,2008,NA,.
210,doi:10.1038/ng.120,  title: Meta-analysis of genome-wide association data and large-scale replication    identifies additional susceptibility loci for type 2 diabetes,2008,NA,.
211,doi:10.1093/hmg/ddn288,  title: Practical aspects of imputation-driven meta-analysis of genome-wide association    studies,2008,NA,.
212,doi:10.1038/ng.75,  title: Six new loci associated with blood low-density lipoprotein cholesterol, high-density    lipoprotein cholesterol or triglycerides in humans,2008,NA,.
213,doi:10.1038/ng2121,  title: A common variant of HMGA2 is associated with adult and childhood height in    the general population,2007,17767157,Complex Traits
214,doi:10.1038/ng1946,  title: Convergent adaptation of human lactase persistence in Africa and Europe,2007,17159977,Pop Gen,Selected Work
215,doi:10.1126/science.1142358,  title: Genome-Wide Association Analysis Identifies Loci for Type 2 Diabetes and    Triglyceride Levels,2007,17463246,Complex Traits,T2D,Selected Work
216,doi:10.1371/journal.pbio.0040072,  title: A Map of Recent Positive Selection in the Human Genome,2006,16494531,Pop Gen,Methods,Selected Work
217,doi:10.1371/journal.pgen.0020067,  title: Coverage and Characteristics of the Affymetrix GeneChip Human Mapping 100K    SNP Set,2006,16680197,Complex Traits
218,doi:10.1371/journal.pgen.0010032,  title: Confounding from Cryptic Relatedness in Case-Control Association Studies,2005,16151517,PopGen,Methods,Complex Traits,Selected Work
219,doi:10.1073/pnas.0507325102,  title: Interrogating multiple aspects of variation in a full resequencing data set    to infer human population size changes,2005,16352722,Pop Gen,Methods
